   Ion        dE/dx       dE/dx      Projected    Longitudinal   Lateral
  Energy      Elec.      Nuclear        Range      Straggling   Straggling
 (MeV/u)     (MeV/um)   (MeV/um)        (um)          (um)         (um)
----------- ----------- ----------- ------------- ------------  ---------

1.842260e+01    2.267000e-01    1.163000e-04    8.610900e+02    3.319000e+01    5.240000e+00
1.973850e+01    2.129000e-01    1.093000e-04    9.748800e+02    3.692000e+01    5.880000e+00
2.105440e+01    2.010000e-01    1.031000e-04    1.100000e+03    4.071000e+01    6.570000e+00
2.368620e+01    1.820000e-01    9.270000e-05    1.360000e+03    5.505000e+01    8.050000e+00
2.631800e+01    1.679000e-01    8.428000e-05    1.640000e+03    6.838000e+01    9.680000e+00
2.894980e+01    1.576000e-01    7.732000e-05    1.950000e+03    8.108000e+01    1.142000e+01
3.158160e+01    1.480000e-01    7.146000e-05    2.280000e+03    9.344000e+01    1.328000e+01
3.421340e+01    1.386000e-01    6.646000e-05    2.630000e+03    1.057500e+02    1.525000e+01
3.684520e+01    1.305000e-01    6.214000e-05    3.000000e+03    1.181600e+02    1.734000e+01
4.210880e+01    1.171000e-01    5.504000e-05    3.810000e+03    1.646300e+02    2.187000e+01
4.737240e+01    1.065000e-01    4.945000e-05    4.700000e+03    2.078700e+02    2.684000e+01
5.263600e+01    9.784000e-02    4.493000e-05    5.680000e+03    2.499800e+02    3.226000e+01
5.789960e+01    9.067000e-02    4.120000e-05    6.740000e+03    2.917800e+02    3.810000e+01
6.316320e+01    8.462000e-02    3.806000e-05    7.890000e+03    3.336600e+02    4.435000e+01
6.842680e+01    7.945000e-02    3.538000e-05    9.110000e+03    3.757900e+02    5.100000e+01
7.369040e+01    7.497000e-02    3.306000e-05    1.040000e+04    4.183000e+02    5.804000e+01
7.895400e+01    7.105000e-02    3.104000e-05    1.177000e+04    4.612200e+02    6.545000e+01
8.421761e+01    6.760000e-02    2.926000e-05    1.321000e+04    5.045700e+02    7.323000e+01
8.948121e+01    6.453000e-02    2.769000e-05    1.473000e+04    5.483700e+02    8.137000e+01
9.474481e+01    6.178000e-02    2.628000e-05    1.631000e+04    5.926100e+02    8.985000e+01
1.052720e+02    5.707000e-02    2.386000e-05    1.968000e+04    7.608800e+02    1.078100e+02
1.184310e+02    5.231000e-02    2.142000e-05    2.426000e+04    9.995900e+02    1.320500e+02
1.315900e+02    4.845000e-02    1.945000e-05    2.922000e+04    1.220000e+03    1.581600e+02
1.447490e+02    4.527000e-02    1.782000e-05    3.456000e+04    1.440000e+03    1.860000e+02
1.579080e+02    4.260000e-02    1.645000e-05    4.025000e+04    1.650000e+03    2.154700e+02
1.710670e+02    4.033000e-02    1.528000e-05    4.628000e+04    1.860000e+03    2.464700e+02
1.842260e+02    3.837000e-02    1.428000e-05    5.264000e+04    2.060000e+03    2.789000e+02
1.973850e+02    3.666000e-02    1.340000e-05    5.930000e+04    2.270000e+03    3.126800e+02
2.105440e+02    3.516000e-02    1.263000e-05    6.627000e+04    2.470000e+03    3.477300e+02
2.368620e+02    3.265000e-02    1.133000e-05    8.102000e+04    3.240000e+03    4.213400e+02
2.631800e+02    3.064000e-02    1.028000e-05    9.683000e+04    3.940000e+03    4.991700e+02
2.894980e+02    2.899000e-02    9.416000e-06    1.136100e+05    4.600000e+03    5.807100e+02
3.158160e+02    2.761000e-02    8.690000e-06    1.312800e+05    5.240000e+03    6.655300e+02
3.421340e+02    2.645000e-02    8.071000e-06    1.497900e+05    5.860000e+03    7.532500e+02
3.684520e+02    2.545000e-02    7.537000e-06    1.690600e+05    6.460000e+03    8.435200e+02
4.210880e+02    2.384000e-02    6.662000e-06    2.096600e+05    8.650000e+03    1.030000e+03
4.737240e+02    2.260000e-02    5.974000e-06    2.527500e+05    1.058000e+04    1.220000e+03
5.263600e+02    2.162000e-02    5.419000e-06    2.979900e+05    1.237000e+04    1.420000e+03
5.789960e+02    2.083000e-02    4.961000e-06    3.451200e+05    1.406000e+04    1.630000e+03
6.316320e+02    2.018000e-02    4.577000e-06    3.938900e+05    1.566000e+04    1.830000e+03
6.842680e+02    1.964000e-02    4.250000e-06    4.441100e+05    1.720000e+04    2.040000e+03
